detail_id,Product ID,terms,section,season,material
SLAWO1440,200816,jackets,WOMAN,Autumn,Wool Blend
TESLI1441,200817,jackets,MAN,Spring,Linen
TESLI1442,200818,shoes,MAN,Spring,Linen
UTSCO1443,200819,jackets,WOMAN,Spring,Cotton
SAAWO1444,200820,t-shirts,WOMAN,Autumn,Wool
OVWWO1445,200821,jackets,WOMAN,Winter,Wool
REWWO1446,200822,jackets,MAN,Winter,Wool Blend
LISLI1447,200823,shoes,WOMAN,Summer,Linen
OVSPO1448,200824,jeans,WOMAN,Summer,Polyester
TASLI1449,200825,jackets,WOMAN,Spring,Linen Blend
RESPO1450,200826,jackets,WOMAN,Spring,Polyester
10WWO1451,200827,shoes,WOMAN,Winter,Wool
ACAWO1452,200828,jackets,MAN,Autumn,Wool Blend
SUWVI1453,200829,shoes,MAN,Winter,Viscose
CRSLI1454,200830,shoes,WOMAN,Summer,Linen Blend
DOSWO1455,200831,sweaters,MAN,Summer,Wool Blend
STAPO1456,200832,sweaters,MAN,Autumn,Polyester
BESLI1457,200833,shoes,WOMAN,Summer,Linen
KNAWO1458,200834,t-shirts,MAN,Autumn,Wool Blend
BAWWO1459,200835,sweaters,MAN,Winter,Wool Blend
ASWWO1460,200836,sweaters,MAN,Winter,Wool Blend
REAWO1461,200837,jackets,WOMAN,Autumn,Wool Blend
BEACO1462,200838,jackets,WOMAN,Autumn,Cotton
FAWWO1463,200839,t-shirts,WOMAN,Winter,Wool Blend
ABWWO1464,200840,jackets,WOMAN,Winter,Wool Blend
DOADE1465,200841,jackets,MAN,Autumn,Denim
SUAWO1466,200842,jackets,WOMAN,Autumn,Wool
REAWO1467,200843,jackets,MAN,Autumn,Wool
KNAWO1468,200844,jackets,WOMAN,Autumn,Wool
HISLI1469,200845,jeans,MAN,Summer,Linen
PLSCO1470,200846,jackets,MAN,Summer,Cotton
TAADE1471,200847,t-shirts,MAN,Autumn,Denim
STSPO1472,200848,sweaters,WOMAN,Summer,Polyester
STSLI1473,200849,t-shirts,WOMAN,Summer,Linen
STAWO1474,200850,t-shirts,WOMAN,Autumn,Wool
QUSLI1475,200851,jackets,WOMAN,Spring,Linen
FASPO1476,200852,sweaters,WOMAN,Spring,Polyester
CRSLI1477,200853,sweaters,MAN,Spring,Linen
EMAWO1478,200854,jackets,MAN,Autumn,Wool Blend
HEWPO1479,200855,jackets,WOMAN,Winter,Polyester
BEWWO1480,200856,jackets,WOMAN,Winter,Wool
POSLI1481,200857,shoes,WOMAN,Summer,Linen
REWWO1482,200858,t-shirts,WOMAN,Winter,Wool
GAWWO1483,200859,jackets,MAN,Winter,Wool
SLWPO1484,200860,sweaters,WOMAN,Winter,Polyester
RISCO1485,200861,jackets,WOMAN,Spring,Cotton
BASCO1486,200862,t-shirts,WOMAN,Summer,Cotton
REAWO1487,200863,jackets,MAN,Autumn,Wool Blend
LISCO1488,200864,jackets,WOMAN,Summer,Cotton
REACO1489,200865,jackets,WOMAN,Autumn,Cotton
UTSPO1490,200866,jackets,WOMAN,Summer,Polyester
BEACO1491,200867,jackets,WOMAN,Autumn,Cotton
RESLI1492,200868,jackets,MAN,Summer,Linen
KNWWO1493,200869,jackets,MAN,Winter,Wool
EMADE1494,200870,sweaters,WOMAN,Autumn,Denim
QUAPO1495,200871,jackets,WOMAN,Autumn,Polyester
STWWO1496,200872,shoes,WOMAN,Winter,Wool
TEWWO1497,200873,jackets,WOMAN,Winter,Wool
KNAWO1498,200874,jackets,WOMAN,Autumn,Wool Blend
HIAAC1499,200875,jeans,MAN,Autumn,Acrylic
HIWWO1500,200876,jackets,WOMAN,Winter,Wool Blend
QUAWO1501,200877,jackets,WOMAN,Autumn,Wool Blend
STAWO1502,200878,t-shirts,MAN,Autumn,Wool
CRSLI1503,200879,sweaters,WOMAN,Summer,Linen
HISCO1504,200880,jackets,WOMAN,Spring,Cotton
TEWWO1505,200881,jackets,WOMAN,Winter,Wool
BEAWO1506,200882,jackets,WOMAN,Autumn,Wool
OVWPO1507,200883,t-shirts,WOMAN,Winter,Polyester
QUWWO1508,200884,jackets,WOMAN,Winter,Wool
HIAWO1509,200885,t-shirts,WOMAN,Autumn,Wool
PLAWO1510,200886,jackets,WOMAN,Autumn,Wool
STWWO1511,200887,jackets,MAN,Winter,Wool
DOSDE1512,200888,shoes,WOMAN,Spring,Denim
SAWDE1513,200889,jackets,WOMAN,Winter,Denim
RESLI1514,200890,jackets,MAN,Summer,Linen
DOWWO1515,200891,sweaters,WOMAN,Winter,Wool Blend
DOSLI1516,200892,shoes,MAN,Spring,Linen
RISLI1517,200893,jackets,WOMAN,Summer,Linen Blend
STSLI1518,200894,jackets,WOMAN,Spring,Linen
CRSCO1519,200895,t-shirts,WOMAN,Spring,Cotton
STAPO1520,200896,shoes,MAN,Autumn,Polyester
RESLI1521,200897,jackets,WOMAN,Spring,Linen Blend
QUAVI1522,200898,jackets,WOMAN,Autumn,Viscose
LISCO1523,200899,jackets,WOMAN,Summer,Cotton
UTAWO1524,200900,t-shirts,WOMAN,Autumn,Wool
STSLI1525,200901,sweaters,WOMAN,Spring,Linen
SLSCO1526,200902,jackets,WOMAN,Spring,Cotton
CRAAC1527,200903,shoes,WOMAN,Autumn,Acrylic
EMACO1528,200904,jackets,WOMAN,Autumn,Cotton
RESWO1529,200905,shoes,WOMAN,Spring,Wool Blend
REAAC1530,200906,jackets,MAN,Autumn,Acrylic
TEADE1531,200907,t-shirts,MAN,Autumn,Denim
EMWCO1532,200908,jackets,WOMAN,Winter,Cotton
STAWO1533,200909,jackets,MAN,Autumn,Wool Blend
DOWWO1534,200910,sweaters,MAN,Winter,Wool Blend
BESLI1535,200911,jackets,MAN,Summer,Linen
RISLI1536,200912,jackets,WOMAN,Spring,Linen
EMADE1537,200913,sweaters,WOMAN,Autumn,Denim
STSLI1538,200914,jackets,MAN,Spring,Linen
KNWWO1539,200915,jackets,WOMAN,Winter,Wool
EMWAC1540,200916,jackets,MAN,Winter,Acrylic
BAAWO1541,200917,jackets,MAN,Autumn,Wool Blend
PAWPO1542,200918,shoes,MAN,Winter,Polyester
UTAWO1543,200919,jackets,MAN,Autumn,Wool
BEAWO1544,200920,jeans,MAN,Autumn,Wool Blend
HOAWO1545,200921,jackets,WOMAN,Autumn,Wool
SAASA1546,200922,jackets,WOMAN,Autumn,Satin
RESPO1547,200923,sweaters,WOMAN,Spring,Polyester
BEADE1548,200924,t-shirts,WOMAN,Autumn,Denim
CRAWO1549,200925,jackets,WOMAN,Autumn,Wool
LISCO1550,200926,jackets,MAN,Spring,Cotton
EMSPO1551,200927,sweaters,WOMAN,Spring,Polyester
TAAPO1552,200928,jackets,WOMAN,Autumn,Polyester
STAVI1553,200929,jackets,WOMAN,Autumn,Viscose
TEAPO1554,200930,jackets,WOMAN,Autumn,Polyester
BASCO1555,200931,jackets,MAN,Spring,Cotton
EMAWO1556,200932,jackets,MAN,Autumn,Wool
TEWWO1557,200933,sweaters,WOMAN,Winter,Wool Blend
READE1558,200934,jackets,MAN,Autumn,Denim
TASLI1559,200935,jackets,WOMAN,Spring,Linen Blend
CRSVI1560,200936,jackets,WOMAN,Spring,Viscose
TESCO1561,200937,jackets,WOMAN,Summer,Cotton
TESLI1562,200938,jackets,MAN,Summer,Linen
PLSCO1563,200939,jeans,WOMAN,Summer,Cotton
STSLI1564,200940,jackets,WOMAN,Spring,Linen
CRSCO1565,200941,t-shirts,WOMAN,Summer,Cotton
HIWWO1566,200942,sweaters,WOMAN,Winter,Wool Blend
DOSLI1567,200943,jackets,MAN,Summer,Linen
WOWWO1568,200944,jackets,WOMAN,Winter,Wool Blend
SAWSI1569,200945,t-shirts,MAN,Winter,Silk
LISLI1570,200946,jackets,WOMAN,Summer,Linen
DOAWO1571,200947,jackets,WOMAN,Autumn,Wool
OVWWO1572,200948,jackets,WOMAN,Winter,Wool
OVSCO1573,200949,t-shirts,WOMAN,Spring,Cotton
WOAWO1574,200950,t-shirts,MAN,Autumn,Wool Blend
DOWAC1575,200951,jackets,MAN,Winter,Acrylic
LISLI1576,200952,sweaters,WOMAN,Summer,Linen
HIWPO1577,200953,sweaters,MAN,Winter,Polyester
HISLI1578,200954,jackets,WOMAN,Summer,Linen Blend
BEAVI1579,200955,sweaters,MAN,Autumn,Viscose
SASLI1580,200956,jackets,WOMAN,Summer,Linen
FAAPO1581,200957,jackets,WOMAN,Autumn,Polyester
PLAVI1582,200958,jackets,WOMAN,Autumn,Viscose
RISCO1583,200959,jackets,WOMAN,Spring,Cotton
SAWWO1584,200960,sweaters,MAN,Winter,Wool Blend
RESLI1585,200961,shoes,MAN,Summer,Linen
TASLI1586,200962,shoes,WOMAN,Spring,Linen Blend
TEWCO1587,200963,jackets,MAN,Winter,Cotton
HOWWO1588,200964,jackets,WOMAN,Winter,Wool Blend
CRACO1589,200965,sweaters,WOMAN,Autumn,Cotton
LISLI1590,200966,jackets,WOMAN,Summer,Linen
MOSCO1591,200967,jackets,WOMAN,Summer,Cotton
STSLI1592,200968,shoes,MAN,Summer,Linen Blend
QUAWO1593,200969,shoes,WOMAN,Autumn,Wool Blend
EMSPO1594,200970,sweaters,MAN,Spring,Polyester
STADE1595,200971,jackets,WOMAN,Autumn,Denim
SLWWO1596,200972,jackets,MAN,Winter,Wool
SASLI1597,200973,t-shirts,WOMAN,Summer,Linen
TESCO1598,200974,jackets,MAN,Spring,Cotton
PLAPO1599,200975,jackets,WOMAN,Autumn,Polyester
